"date","dayno","seasnum","ht","at","hsc","asc"
20121117,8085,20,"arsenal","tottenham",5,2
20121117,8085,20,"liverpool","wigan",3,0
20121117,8085,20,"manchesterc","astonvilla",5,0
20121117,8085,20,"newcastle","swansea",1,2
20121117,8085,20,"norwich","manchesteru",1,0
20121117,8085,20,"queenspr","southampton",1,3
20121117,8085,20,"reading","everton",2,1
20121117,8085,20,"westbromwich","chelsea",2,1
20121118,8086,20,"fulham","sunderland",1,3
20121119,8087,20,"westham","stoke",1,1
20121124,8092,20,"astonvilla","arsenal",0,0
20121124,8092,20,"everton","norwich",1,1
20121124,8092,20,"manchesteru","queenspr",3,1
20121124,8092,20,"stoke","fulham",1,0
20121124,8092,20,"sunderland","westbromwich",2,4
20121124,8092,20,"wigan","reading",3,2
20121125,8093,20,"chelsea","manchesterc",0,0
20121125,8093,20,"southampton","newcastle",2,0
20121125,8093,20,"swansea","liverpool",0,0
20121125,8093,20,"tottenham","westham",3,1
20121127,8095,20,"astonvilla","reading",1,0
20121127,8095,20,"sunderland","queenspr",0,0
20121128,8096,20,"chelsea","fulham",0,0
20121128,8096,20,"everton","arsenal",1,1
20121128,8096,20,"manchesteru","westham",1,0
20121128,8096,20,"southampton","norwich",1,1
20121128,8096,20,"stoke","newcastle",2,1
20121128,8096,20,"swansea","westbromwich",3,1
20121128,8096,20,"tottenham","liverpool",2,1
20121128,8096,20,"wigan","manchesterc",0,2
20121201,8099,20,"arsenal","swansea",0,2
20121201,8099,20,"fulham","tottenham",0,3
20121201,8099,20,"liverpool","southampton",1,0
20121201,8099,20,"manchesterc","everton",1,1
20121201,8099,20,"queenspr","astonvilla",1,1
20121201,8099,20,"reading","manchesteru",3,4
20121201,8099,20,"westbromwich","stoke",0,1
20121201,8099,20,"westham","chelsea",3,1
20121202,8100,20,"norwich","sunderland",2,1
20121203,8101,20,"newcastle","wigan",3,0
20121208,8106,20,"arsenal","westbromwich",2,0
20121208,8106,20,"astonvilla","stoke",0,0
20121208,8106,20,"southampton","reading",1,0
20121208,8106,20,"sunderland","chelsea",1,3
20121208,8106,20,"swansea","norwich",3,4
20121208,8106,20,"wigan","queenspr",2,2
20121209,8107,20,"everton","tottenham",2,1
20121209,8107,20,"manchesterc","manchesteru",2,3
20121209,8107,20,"westham","liverpool",2,3
20121210,8108,20,"fulham","newcastle",2,1
20121211,8109,20,"sunderland","reading",3,0
20121215,8113,20,"liverpool","astonvilla",1,3
20121215,8113,20,"manchesteru","sunderland",3,1
20121215,8113,20,"newcastle","manchesterc",1,3
20121215,8113,20,"norwich","wigan",2,1
20121215,8113,20,"queenspr","fulham",2,1
20121215,8113,20,"stoke","everton",1,1
20121216,8114,20,"tottenham","swansea",1,0
20121216,8114,20,"westbromwich","westham",0,0
20121217,8115,20,"reading","arsenal",2,5
20121222,8120,20,"liverpool","fulham",4,0
20121222,8120,20,"manchesterc","reading",1,0
20121222,8120,20,"newcastle","queenspr",1,0
20121222,8120,20,"southampton","sunderland",0,1
20121222,8120,20,"tottenham","stoke",0,0
20121222,8120,20,"westbromwich","norwich",2,1
20121222,8120,20,"westham","everton",1,2
20121222,8120,20,"wigan","arsenal",0,1
20121223,8121,20,"chelsea","astonvilla",8,0
20121223,8121,20,"swansea","manchesteru",1,1
20121226,8124,20,"astonvilla","tottenham",0,4
20121226,8124,20,"everton","wigan",2,1
20121226,8124,20,"fulham","southampton",1,1
20121226,8124,20,"manchesteru","newcastle",4,3
20121226,8124,20,"norwich","chelsea",0,1
20121226,8124,20,"queenspr","westbromwich",1,2
20121226,8124,20,"reading","swansea",0,0
20121226,8124,20,"stoke","liverpool",3,1
20121226,8124,20,"sunderland","manchesterc",1,0
20121229,8127,20,"arsenal","newcastle",7,3
20121229,8127,20,"astonvilla","wigan",0,3
20121229,8127,20,"fulham","swansea",1,2
20121229,8127,20,"manchesteru","westbromwich",2,0
20121229,8127,20,"norwich","manchesterc",3,4
20121229,8127,20,"reading","westham",1,0
20121229,8127,20,"stoke","southampton",3,3
20121229,8127,20,"sunderland","tottenham",1,2
20121230,8128,20,"everton","chelsea",1,2
20121230,8128,20,"queenspr","liverpool",0,3
20130101,8130,20,"manchesterc","stoke",3,0
20130101,8130,20,"southampton","arsenal",1,1
20130101,8130,20,"swansea","astonvilla",2,2
20130101,8130,20,"tottenham","reading",3,1
20130101,8130,20,"westbromwich","fulham",1,2
20130101,8130,20,"westham","norwich",2,1
20130101,8130,20,"wigan","manchesteru",0,4
20130102,8131,20,"chelsea","queenspr",0,1
20130102,8131,20,"liverpool","sunderland",3,0
20130102,8131,20,"newcastle","everton",1,2
20130112,8141,20,"astonvilla","southampton",0,1
20130112,8141,20,"everton","swansea",0,0
20130112,8141,20,"fulham","wigan",1,1
20130112,8141,20,"norwich","newcastle",0,0
20130112,8141,20,"queenspr","tottenham",0,0
20130112,8141,20,"reading","westbromwich",3,2
20130112,8141,20,"stoke","chelsea",0,4
20130112,8141,20,"sunderland","westham",3,0
20130113,8142,20,"arsenal","manchesterc",0,2
20130113,8142,20,"manchesteru","liverpool",2,1
20130116,8145,20,"chelsea","southampton",2,2
20130119,8148,20,"liverpool","norwich",5,0
20130119,8148,20,"manchesterc","fulham",2,0
20130119,8148,20,"newcastle","reading",1,2
20130119,8148,20,"swansea","stoke",3,1
20130119,8148,20,"westbromwich","astonvilla",2,2
20130119,8148,20,"westham","queenspr",1,1
20130119,8148,20,"wigan","sunderland",2,3
20130120,8149,20,"chelsea","arsenal",2,1
20130120,8149,20,"tottenham","manchesteru",1,1
20130121,8150,20,"southampton","everton",0,0
20130123,8152,20,"arsenal","westham",5,1
20130129,8158,20,"astonvilla","newcastle",1,2
20130129,8158,20,"queenspr","manchesterc",0,0
20130129,8158,20,"stoke","wigan",2,2
20130129,8158,20,"sunderland","swansea",0,0
20130130,8159,20,"arsenal","liverpool",2,2
20130130,8159,20,"everton","westbromwich",2,1
20130130,8159,20,"fulham","westham",3,1
20130130,8159,20,"manchesteru","southampton",2,1
20130130,8159,20,"norwich","tottenham",1,1
20130130,8159,20,"reading","chelsea",2,2
20130202,8162,20,"arsenal","stoke",1,0
20130202,8162,20,"everton","astonvilla",3,3
20130202,8162,20,"fulham","manchesteru",0,1
20130202,8162,20,"newcastle","chelsea",3,2
20130202,8162,20,"queenspr","norwich",0,0
20130202,8162,20,"reading","sunderland",2,1
20130202,8162,20,"westham","swansea",1,0
20130202,8162,20,"wigan","southampton",2,2
20130203,8163,20,"manchesterc","liverpool",2,2
20130203,8163,20,"westbromwich","tottenham",0,1
20130209,8169,20,"chelsea","wigan",4,1
20130209,8169,20,"norwich","fulham",0,0
20130209,8169,20,"southampton","manchesterc",3,1
20130209,8169,20,"stoke","reading",2,1
20130209,8169,20,"sunderland","arsenal",0,1
20130209,8169,20,"swansea","queenspr",4,1
20130209,8169,20,"tottenham","newcastle",2,1
20130210,8170,20,"astonvilla","westham",2,1
20130210,8170,20,"manchesteru","everton",2,0
20130211,8171,20,"liverpool","westbromwich",0,2
20130217,8177,20,"liverpool","swansea",5,0
20130223,8183,20,"arsenal","astonvilla",2,1
20130223,8183,20,"fulham","stoke",1,0
20130223,8183,20,"norwich","everton",2,1
20130223,8183,20,"queenspr","manchesteru",0,2
20130223,8183,20,"reading","wigan",0,3
20130223,8183,20,"westbromwich","sunderland",2,1
20130224,8184,20,"manchesterc","chelsea",2,0
20130224,8184,20,"newcastle","southampton",4,2
20130225,8185,20,"westham","tottenham",2,3
20130302,8190,20,"chelsea","westbromwich",1,0
20130302,8190,20,"everton","reading",3,1
20130302,8190,20,"manchesteru","norwich",4,0
20130302,8190,20,"southampton","queenspr",1,2
20130302,8190,20,"stoke","westham",0,1
20130302,8190,20,"sunderland","fulham",2,2
20130302,8190,20,"swansea","newcastle",1,0
20130302,8190,20,"wigan","liverpool",0,4
20130303,8191,20,"tottenham","arsenal",2,1
20130304,8192,20,"astonvilla","manchesterc",0,1
20130309,8197,20,"norwich","southampton",0,0
20130309,8197,20,"queenspr","sunderland",3,1
20130309,8197,20,"reading","astonvilla",1,2
20130309,8197,20,"westbromwich","swansea",2,1
20130310,8198,20,"liverpool","tottenham",3,2
20130310,8198,20,"newcastle","stoke",2,1
20130316,8204,20,"astonvilla","queenspr",3,2
20130316,8204,20,"everton","manchesterc",2,0
20130316,8204,20,"manchesteru","reading",1,0
20130316,8204,20,"southampton","liverpool",3,1
20130316,8204,20,"stoke","westbromwich",0,0
20130316,8204,20,"swansea","arsenal",0,2
20130317,8205,20,"chelsea","westham",2,0
20130317,8205,20,"sunderland","norwich",1,1
20130317,8205,20,"tottenham","fulham",0,1
20130317,8205,20,"wigan","newcastle",2,1
20130330,8218,20,"arsenal","reading",4,1
20130330,8218,20,"everton","stoke",1,0
20130330,8218,20,"manchesterc","newcastle",4,0
20130330,8218,20,"southampton","chelsea",2,1
20130330,8218,20,"sunderland","manchesteru",0,1
20130330,8218,20,"swansea","tottenham",1,2
20130330,8218,20,"westham","westbromwich",3,1
20130330,8218,20,"wigan","norwich",1,0
20130331,8219,20,"astonvilla","liverpool",1,2
20130401,8220,20,"fulham","queenspr",3,2
20130406,8225,20,"norwich","swansea",2,2
20130406,8225,20,"reading","southampton",0,2
20130406,8225,20,"stoke","astonvilla",1,3
20130406,8225,20,"westbromwich","arsenal",1,2
20130407,8226,20,"chelsea","sunderland",2,1
20130407,8226,20,"liverpool","westham",0,0
20130407,8226,20,"newcastle","fulham",1,0
20130407,8226,20,"queenspr","wigan",1,1
20130407,8226,20,"tottenham","everton",2,2
20130408,8227,20,"manchesteru","manchesterc",1,2
20130413,8232,20,"arsenal","norwich",3,1
20130413,8232,20,"astonvilla","fulham",1,1
20130413,8232,20,"everton","queenspr",2,0
20130413,8232,20,"reading","liverpool",0,0
20130413,8232,20,"southampton","westham",1,1
20130414,8233,20,"newcastle","sunderland",0,3
20130414,8233,20,"stoke","manchesteru",0,2
20130416,8235,20,"arsenal","everton",0,0
20130417,8236,20,"fulham","chelsea",0,3
20130417,8236,20,"manchesterc","wigan",1,0
20130417,8236,20,"westham","manchesteru",2,2
20130420,8239,20,"fulham","arsenal",0,1
20130420,8239,20,"norwich","reading",2,1
20130420,8239,20,"queenspr","stoke",0,2
20130420,8239,20,"sunderland","everton",1,0
20130420,8239,20,"swansea","southampton",0,0
20130420,8239,20,"westbromwich","newcastle",1,1
20130420,8239,20,"westham","wigan",2,0
20130421,8240,20,"liverpool","chelsea",2,2
20130421,8240,20,"tottenham","manchesterc",3,1
20130422,8241,20,"manchesteru","astonvilla",3,0
20130427,8246,20,"everton","fulham",1,0
20130427,8246,20,"manchesterc","westham",2,1
20130427,8246,20,"newcastle","liverpool",0,6
20130427,8246,20,"southampton","westbromwich",0,3
20130427,8246,20,"stoke","norwich",1,0
20130427,8246,20,"wigan","tottenham",2,2
20130428,8247,20,"arsenal","manchesteru",1,1
20130428,8247,20,"chelsea","swansea",2,0
20130428,8247,20,"reading","queenspr",0,0
20130429,8248,20,"astonvilla","sunderland",6,1
20130504,8253,20,"fulham","reading",2,4
20130504,8253,20,"norwich","astonvilla",1,2
20130504,8253,20,"queenspr","arsenal",0,1
20130504,8253,20,"swansea","manchesterc",0,0
20130504,8253,20,"tottenham","southampton",1,0
20130504,8253,20,"westbromwich","wigan",2,3
20130504,8253,20,"westham","newcastle",0,0
20130505,8254,20,"liverpool","everton",0,0
20130505,8254,20,"manchesteru","chelsea",0,1
20130506,8255,20,"sunderland","stoke",1,1
20130507,8256,20,"manchesterc","westbromwich",1,0
20130507,8256,20,"wigan","swansea",2,3
20130508,8257,20,"chelsea","tottenham",2,2
20130511,8260,20,"astonvilla","chelsea",1,2
20130512,8261,20,"everton","westham",2,0
20130512,8261,20,"fulham","liverpool",1,3
20130512,8261,20,"manchesteru","swansea",2,1
20130512,8261,20,"norwich","westbromwich",4,0
20130512,8261,20,"queenspr","newcastle",1,2
20130512,8261,20,"stoke","tottenham",1,2
20130512,8261,20,"sunderland","southampton",1,1
20130514,8263,20,"arsenal","wigan",4,1
20130514,8263,20,"reading","manchesterc",0,2
20130519,8268,20,"chelsea","everton",2,1
20130519,8268,20,"liverpool","queenspr",1,0
20130519,8268,20,"manchesterc","norwich",2,3
20130519,8268,20,"newcastle","arsenal",0,1
20130519,8268,20,"southampton","stoke",1,1
20130519,8268,20,"swansea","fulham",0,3
20130519,8268,20,"tottenham","sunderland",1,0
20130519,8268,20,"westbromwich","manchesteru",5,5
20130519,8268,20,"westham","reading",4,2
20130519,8268,20,"wigan","astonvilla",2,2
20130817,8358,21,"arsenal","astonvilla",1,3
20130817,8358,21,"liverpool","stoke",1,0
20130817,8358,21,"norwich","everton",2,2
20130817,8358,21,"sunderland","fulham",0,1
20130817,8358,21,"swansea","manchesteru",1,4
20130817,8358,21,"westbromwich","southampton",0,1
20130817,8358,21,"westham","cardiff",2,0
20130818,8359,21,"chelsea","hull",2,0
20130818,8359,21,"crystalpalace","tottenham",0,1
20130819,8360,21,"manchesterc","newcastle",4,0
20130821,8362,21,"chelsea","astonvilla",2,1
20130824,8365,21,"astonvilla","liverpool",0,1
20130824,8365,21,"everton","westbromwich",0,0
20130824,8365,21,"fulham","arsenal",1,3
20130824,8365,21,"hull","norwich",1,0
20130824,8365,21,"newcastle","westham",0,0
20130824,8365,21,"southampton","sunderland",1,1
20130824,8365,21,"stoke","crystalpalace",2,1
20130825,8366,21,"cardiff","manchesterc",3,2
20130825,8366,21,"tottenham","swansea",1,0
20130826,8367,21,"manchesteru","chelsea",0,0
20130831,8372,21,"cardiff","everton",0,0
20130831,8372,21,"crystalpalace","sunderland",3,1
20130831,8372,21,"manchesterc","hull",2,0
20130831,8372,21,"newcastle","fulham",1,0
20130831,8372,21,"norwich","southampton",1,0
20130831,8372,21,"westham","stoke",0,1
20130901,8373,21,"arsenal","tottenham",1,0
20130901,8373,21,"liverpool","manchesteru",1,0
20130901,8373,21,"westbromwich","swansea",0,2
20130914,8386,21,"astonvilla","newcastle",1,2
20130914,8386,21,"everton","chelsea",1,0
20130914,8386,21,"fulham","westbromwich",1,1
20130914,8386,21,"hull","cardiff",1,1
20130914,8386,21,"manchesteru","crystalpalace",2,0
20130914,8386,21,"stoke","manchesterc",0,0
20130914,8386,21,"sunderland","arsenal",1,3
20130914,8386,21,"tottenham","norwich",2,0
20130915,8387,21,"southampton","westham",0,0
20130916,8388,21,"swansea","liverpool",2,2
20130921,8393,21,"chelsea","fulham",2,0
20130921,8393,21,"liverpool","southampton",0,1
20130921,8393,21,"newcastle","hull",2,3
20130921,8393,21,"norwich","astonvilla",0,1
20130921,8393,21,"westbromwich","sunderland",3,0
20130921,8393,21,"westham","everton",2,3
20130922,8394,21,"arsenal","stoke",3,1
20130922,8394,21,"cardiff","tottenham",0,1
20130922,8394,21,"crystalpalace","swansea",0,2
20130922,8394,21,"manchesterc","manchesteru",4,1
20130928,8400,21,"astonvilla","manchesterc",3,2
20130928,8400,21,"fulham","cardiff",1,2
20130928,8400,21,"hull","westham",1,0
20130928,8400,21,"manchesteru","westbromwich",1,2
20130928,8400,21,"southampton","crystalpalace",2,0
20130928,8400,21,"swansea","arsenal",1,2
20130928,8400,21,"tottenham","chelsea",1,1
20130929,8401,21,"stoke","norwich",0,1
20130929,8401,21,"sunderland","liverpool",1,3
20130930,8402,21,"everton","newcastle",3,2
20131005,8407,21,"cardiff","newcastle",1,2
20131005,8407,21,"fulham","stoke",1,0
20131005,8407,21,"hull","astonvilla",0,0
20131005,8407,21,"liverpool","crystalpalace",3,1
20131005,8407,21,"manchesterc","everton",3,1
20131005,8407,21,"sunderland","manchesteru",1,2
20131006,8408,21,"norwich","chelsea",1,3
20131006,8408,21,"southampton","swansea",2,0
20131006,8408,21,"tottenham","westham",0,3
20131006,8408,21,"westbromwich","arsenal",1,1
20131019,8421,21,"arsenal","norwich",4,1
20131019,8421,21,"chelsea","cardiff",4,1
20131019,8421,21,"everton","hull",2,1
20131019,8421,21,"manchesteru","southampton",1,1
20131019,8421,21,"newcastle","liverpool",2,2
20131019,8421,21,"stoke","westbromwich",0,0
20131019,8421,21,"swansea","sunderland",4,0
20131019,8421,21,"westham","manchesterc",1,3
20131020,8422,21,"astonvilla","tottenham",0,2
20131021,8423,21,"crystalpalace","fulham",1,4
20131026,8428,21,"astonvilla","everton",0,2
20131026,8428,21,"crystalpalace","arsenal",0,2
20131026,8428,21,"liverpool","westbromwich",4,1
20131026,8428,21,"manchesteru","stoke",3,2
20131026,8428,21,"norwich","cardiff",0,0
20131026,8428,21,"southampton","fulham",2,0
20131027,8429,21,"chelsea","manchesterc",2,1
20131027,8429,21,"sunderland","newcastle",2,1
20131027,8429,21,"swansea","westham",0,0
20131027,8429,21,"tottenham","hull",1,0
20131102,8435,21,"arsenal","liverpool",2,0
20131102,8435,21,"fulham","manchesteru",1,3
20131102,8435,21,"hull","sunderland",1,0
20131102,8435,21,"manchesterc","norwich",7,0
20131102,8435,21,"newcastle","chelsea",2,0
20131102,8435,21,"stoke","southampton",1,1
20131102,8435,21,"westbromwich","crystalpalace",2,0
20131102,8435,21,"westham","astonvilla",0,0
20131103,8436,21,"cardiff","swansea",1,0
20131103,8436,21,"everton","tottenham",0,0
20131109,8442,21,"astonvilla","cardiff",2,0
20131109,8442,21,"chelsea","westbromwich",2,2
20131109,8442,21,"crystalpalace","everton",0,0
20131109,8442,21,"liverpool","fulham",4,0
20131109,8442,21,"norwich","westham",3,1
20131109,8442,21,"southampton","hull",4,1
20131110,8443,21,"manchesteru","arsenal",1,0
20131110,8443,21,"sunderland","manchesterc",1,0
20131110,8443,21,"swansea","stoke",3,3
20131110,8443,21,"tottenham","newcastle",0,1
20131123,8456,21,"arsenal","southampton",2,0
20131123,8456,21,"everton","liverpool",3,3
20131123,8456,21,"fulham","swansea",1,2
20131123,8456,21,"hull","crystalpalace",0,1
20131123,8456,21,"newcastle","norwich",2,1
20131123,8456,21,"stoke","sunderland",2,0
20131123,8456,21,"westham","chelsea",0,3
20131124,8457,21,"cardiff","manchesteru",2,2
20131124,8457,21,"manchesterc","tottenham",6,0
20131125,8458,21,"westbromwich","astonvilla",2,2
20131130,8463,21,"astonvilla","sunderland",0,0
20131130,8463,21,"cardiff","arsenal",0,3
20131130,8463,21,"everton","stoke",4,0
20131130,8463,21,"newcastle","westbromwich",2,1
20131130,8463,21,"norwich","crystalpalace",1,0
20131130,8463,21,"westham","fulham",3,0
20131201,8464,21,"chelsea","southampton",3,1
20131201,8464,21,"hull","liverpool",3,1
20131201,8464,21,"manchesterc","swansea",3,0
20131201,8464,21,"tottenham","manchesteru",2,2
20131203,8466,21,"crystalpalace","westham",1,0
20131204,8467,21,"arsenal","hull",2,0
20131204,8467,21,"fulham","tottenham",1,2
20131204,8467,21,"liverpool","norwich",5,1
20131204,8467,21,"manchesteru","everton",0,1
20131204,8467,21,"southampton","astonvilla",2,3
20131204,8467,21,"stoke","cardiff",0,0
20131204,8467,21,"sunderland","chelsea",3,4
20131204,8467,21,"swansea","newcastle",3,0
20131204,8467,21,"westbromwich","manchesterc",2,3
20131207,8470,21,"crystalpalace","cardiff",2,0
20131207,8470,21,"liverpool","westham",4,1
20131207,8470,21,"manchesteru","newcastle",0,1
20131207,8470,21,"southampton","manchesterc",1,1
20131207,8470,21,"stoke","chelsea",3,2
20131207,8470,21,"sunderland","tottenham",1,2
20131207,8470,21,"westbromwich","norwich",0,2
20131208,8471,21,"arsenal","everton",1,1
20131208,8471,21,"fulham","astonvilla",2,0
20131209,8472,21,"swansea","hull",1,1
20131214,8477,21,"cardiff","westbromwich",1,0
20131214,8477,21,"chelsea","crystalpalace",2,1
20131214,8477,21,"everton","fulham",4,1
20131214,8477,21,"hull","stoke",0,0
20131214,8477,21,"manchesterc","arsenal",6,3
20131214,8477,21,"newcastle","southampton",1,1
20131214,8477,21,"westham","sunderland",0,0
20131215,8478,21,"astonvilla","manchesteru",0,3
20131215,8478,21,"norwich","swansea",1,1
20131215,8478,21,"tottenham","liverpool",0,5
20131221,8484,21,"crystalpalace","newcastle",0,3
20131221,8484,21,"fulham","manchesterc",2,4
20131221,8484,21,"liverpool","cardiff",3,1
20131221,8484,21,"manchesteru","westham",3,1
20131221,8484,21,"stoke","astonvilla",2,1
20131221,8484,21,"sunderland","norwich",0,0
20131221,8484,21,"westbromwich","hull",1,1
20131222,8485,21,"southampton","tottenham",2,3
20131222,8485,21,"swansea","everton",1,2
20131223,8486,21,"arsenal","chelsea",0,0
20131226,8489,21,"astonvilla","crystalpalace",0,1
20131226,8489,21,"cardiff","southampton",0,3
20131226,8489,21,"chelsea","swansea",1,0
20131226,8489,21,"everton","sunderland",0,1
20131226,8489,21,"hull","manchesteru",2,3
20131226,8489,21,"manchesterc","liverpool",2,1
20131226,8489,21,"newcastle","stoke",5,1
20131226,8489,21,"norwich","fulham",1,2
20131226,8489,21,"tottenham","westbromwich",1,1
20131226,8489,21,"westham","arsenal",1,3
20131228,8491,21,"astonvilla","swansea",1,1
20131228,8491,21,"cardiff","sunderland",2,2
20131228,8491,21,"hull","fulham",6,0
20131228,8491,21,"manchesterc","crystalpalace",1,0
20131228,8491,21,"norwich","manchesteru",0,1
20131228,8491,21,"westham","westbromwich",3,3
20131229,8492,21,"chelsea","liverpool",2,1
20131229,8492,21,"everton","southampton",2,1
20131229,8492,21,"newcastle","arsenal",0,1
20131229,8492,21,"tottenham","stoke",3,0
20140101,8495,21,"arsenal","cardiff",2,0
20140101,8495,21,"crystalpalace","norwich",1,1
20140101,8495,21,"fulham","westham",2,1
20140101,8495,21,"liverpool","hull",2,0
20140101,8495,21,"manchesteru","tottenham",1,2
20140101,8495,21,"southampton","chelsea",0,3
20140101,8495,21,"stoke","everton",1,1
20140101,8495,21,"sunderland","astonvilla",0,1
20140101,8495,21,"swansea","manchesterc",2,3
20140101,8495,21,"westbromwich","newcastle",1,0
20140111,8505,21,"cardiff","westham",0,2
20140111,8505,21,"everton","norwich",2,0
20140111,8505,21,"fulham","sunderland",1,4
20140111,8505,21,"hull","chelsea",0,2
20140111,8505,21,"manchesteru","swansea",2,0
20140111,8505,21,"southampton","westbromwich",1,0
20140111,8505,21,"tottenham","crystalpalace",2,0
20140112,8506,21,"newcastle","manchesterc",0,2
20140112,8506,21,"stoke","liverpool",3,5
20140113,8507,21,"astonvilla","arsenal",1,2
20140118,8512,21,"arsenal","fulham",2,0
20140118,8512,21,"crystalpalace","stoke",1,0
20140118,8512,21,"liverpool","astonvilla",2,2
20140118,8512,21,"manchesterc","cardiff",4,2
20140118,8512,21,"norwich","hull",1,0
20140118,8512,21,"sunderland","southampton",2,2
20140118,8512,21,"westham","newcastle",1,3
20140119,8513,21,"chelsea","manchesteru",3,1
20140119,8513,21,"swansea","tottenham",1,3
20140120,8514,21,"westbromwich","everton",1,1
20140128,8522,21,"crystalpalace","hull",1,0
20140128,8522,21,"liverpool","everton",4,0
20140128,8522,21,"manchesteru","cardiff",2,0
20140128,8522,21,"norwich","newcastle",0,0
20140128,8522,21,"southampton","arsenal",2,2
20140128,8522,21,"swansea","fulham",2,0
20140129,8523,21,"astonvilla","westbromwich",4,3
20140129,8523,21,"chelsea","westham",0,0
20140129,8523,21,"sunderland","stoke",1,0
20140129,8523,21,"tottenham","manchesterc",1,5
20140201,8526,21,"cardiff","norwich",2,1
20140201,8526,21,"everton","astonvilla",2,1
20140201,8526,21,"fulham","southampton",0,3
20140201,8526,21,"hull","tottenham",1,1
20140201,8526,21,"newcastle","sunderland",0,3
20140201,8526,21,"stoke","manchesteru",2,1
20140201,8526,21,"westham","swansea",2,0
20140202,8527,21,"arsenal","crystalpalace",2,0
20140202,8527,21,"westbromwich","liverpool",1,1
20140203,8528,21,"manchesterc","chelsea",0,1
20140208,8533,21,"astonvilla","westham",0,2
20140208,8533,21,"chelsea","newcastle",3,0
20140208,8533,21,"crystalpalace","westbromwich",3,1
20140208,8533,21,"liverpool","arsenal",5,1
20140208,8533,21,"norwich","manchesterc",0,0
20140208,8533,21,"southampton","stoke",2,2
20140208,8533,21,"sunderland","hull",0,2
20140208,8533,21,"swansea","cardiff",3,0
20140209,8534,21,"manchesteru","fulham",2,2
20140209,8534,21,"tottenham","everton",1,0
20140211,8536,21,"cardiff","astonvilla",0,0
20140211,8536,21,"hull","southampton",0,1
20140211,8536,21,"westbromwich","chelsea",1,1
20140211,8536,21,"westham","norwich",2,0
20140212,8537,21,"arsenal","manchesteru",0,0
20140212,8537,21,"fulham","liverpool",2,3
20140212,8537,21,"newcastle","tottenham",0,4
20140212,8537,21,"stoke","swansea",1,1
20140222,8547,21,"arsenal","sunderland",4,1
20140222,8547,21,"cardiff","hull",0,4
20140222,8547,21,"chelsea","everton",1,0
20140222,8547,21,"crystalpalace","manchesteru",0,2
20140222,8547,21,"manchesterc","stoke",1,0
20140222,8547,21,"westbromwich","fulham",1,1
20140222,8547,21,"westham","southampton",3,1
20140223,8548,21,"liverpool","swansea",4,3
20140223,8548,21,"newcastle","astonvilla",1,0
20140223,8548,21,"norwich","tottenham",1,0
20140301,8554,21,"everton","westham",1,0
20140301,8554,21,"fulham","chelsea",1,3
20140301,8554,21,"hull","newcastle",1,4
20140301,8554,21,"southampton","liverpool",0,3
20140301,8554,21,"stoke","arsenal",1,0
20140302,8555,21,"astonvilla","norwich",4,1
20140302,8555,21,"swansea","crystalpalace",1,1
20140302,8555,21,"tottenham","cardiff",1,0
20140308,8561,21,"cardiff","fulham",3,1
20140308,8561,21,"chelsea","tottenham",4,0
20140308,8561,21,"crystalpalace","southampton",0,1
20140308,8561,21,"norwich","stoke",1,1
20140308,8561,21,"westbromwich","manchesteru",0,3
20140315,8568,21,"astonvilla","chelsea",1,0
20140315,8568,21,"everton","cardiff",2,1
20140315,8568,21,"fulham","newcastle",1,0
20140315,8568,21,"hull","manchesterc",0,2
20140315,8568,21,"southampton","norwich",4,2
20140315,8568,21,"stoke","westham",3,1
20140315,8568,21,"sunderland","crystalpalace",0,0
20140315,8568,21,"swansea","westbromwich",1,2
20140316,8569,21,"manchesteru","liverpool",0,3
20140316,8569,21,"tottenham","arsenal",0,1
20140322,8575,21,"cardiff","liverpool",3,6
20140322,8575,21,"chelsea","arsenal",6,0
20140322,8575,21,"everton","swansea",3,2
20140322,8575,21,"hull","westbromwich",2,0
20140322,8575,21,"manchesterc","fulham",5,0
20140322,8575,21,"newcastle","crystalpalace",1,0
20140322,8575,21,"norwich","sunderland",2,0
20140322,8575,21,"westham","manchesteru",0,2
20140323,8576,21,"astonvilla","stoke",1,4
20140323,8576,21,"tottenham","southampton",3,2
20140325,8578,21,"arsenal","swansea",2,2
20140325,8578,21,"manchesteru","manchesterc",0,3
20140325,8578,21,"newcastle","everton",0,3
20140326,8579,21,"liverpool","sunderland",2,1
20140326,8579,21,"westham","hull",2,1
20140329,8582,21,"arsenal","manchesterc",1,1
20140329,8582,21,"crystalpalace","chelsea",1,0
20140329,8582,21,"manchesteru","astonvilla",4,1
20140329,8582,21,"southampton","newcastle",4,0
20140329,8582,21,"stoke","hull",1,0
20140329,8582,21,"swansea","norwich",3,0
20140329,8582,21,"westbromwich","cardiff",3,3
20140330,8583,21,"fulham","everton",1,3
20140330,8583,21,"liverpool","tottenham",4,0
20140331,8584,21,"sunderland","westham",1,2
20140405,8589,21,"astonvilla","fulham",1,2
20140405,8589,21,"cardiff","crystalpalace",0,3
20140405,8589,21,"chelsea","stoke",3,0
20140405,8589,21,"hull","swansea",1,0
20140405,8589,21,"manchesterc","southampton",4,1
20140405,8589,21,"newcastle","manchesteru",0,4
20140405,8589,21,"norwich","westbromwich",0,1
20140406,8590,21,"everton","arsenal",3,0
20140406,8590,21,"westham","liverpool",1,2
20140407,8591,21,"tottenham","sunderland",5,1
20140412,8596,21,"crystalpalace","astonvilla",1,0
