"date","dayno","seasnum","ht","at","hsc","asc"
20110305,7462,18,"bolton","astonvilla",3,2
20110305,7462,18,"fulham","blackburn",3,2
20110305,7462,18,"manchesterc","wigan",1,0
20110305,7462,18,"newcastle","everton",1,2
20110305,7462,18,"westham","stoke",3,0
20110306,7463,18,"liverpool","manchesteru",3,1
20110306,7463,18,"wolverhampton","tottenham",3,3
20110307,7464,18,"blackpool","chelsea",1,3
20110309,7466,18,"everton","birmingham",1,1
20110319,7476,18,"astonvilla","wolverhampton",0,1
20110319,7476,18,"blackburn","blackpool",2,2
20110319,7476,18,"everton","fulham",2,1
20110319,7476,18,"manchesteru","bolton",1,0
20110319,7476,18,"stoke","newcastle",4,0
20110319,7476,18,"tottenham","westham",0,0
20110319,7476,18,"westbromwich","arsenal",2,2
20110319,7476,18,"wigan","birmingham",2,1
20110320,7477,18,"chelsea","manchesterc",2,0
20110320,7477,18,"sunderland","liverpool",0,2
20110402,7490,18,"arsenal","blackburn",0,0
20110402,7490,18,"birmingham","bolton",2,1
20110402,7490,18,"everton","astonvilla",2,2
20110402,7490,18,"newcastle","wolverhampton",4,1
20110402,7490,18,"stoke","chelsea",1,1
20110402,7490,18,"westbromwich","liverpool",2,1
20110402,7490,18,"westham","manchesteru",2,4
20110402,7490,18,"wigan","tottenham",0,0
20110403,7491,18,"fulham","blackpool",3,0
20110403,7491,18,"manchesterc","sunderland",5,0
20110409,7497,18,"blackburn","birmingham",1,1
20110409,7497,18,"bolton","westham",3,0
20110409,7497,18,"chelsea","wigan",1,0
20110409,7497,18,"manchesteru","fulham",2,0
20110409,7497,18,"sunderland","westbromwich",2,3
20110409,7497,18,"tottenham","stoke",3,2
20110409,7497,18,"wolverhampton","everton",0,3
20110410,7498,18,"astonvilla","newcastle",1,0
20110410,7498,18,"blackpool","arsenal",1,3
20110411,7499,18,"liverpool","manchesterc",3,0
20110416,7504,18,"birmingham","sunderland",2,0
20110416,7504,18,"blackpool","wigan",1,3
20110416,7504,18,"everton","blackburn",2,0
20110416,7504,18,"westbromwich","chelsea",1,3
20110416,7504,18,"westham","astonvilla",1,2
20110417,7505,18,"arsenal","liverpool",1,1
20110419,7507,18,"newcastle","manchesteru",0,0
20110420,7508,18,"chelsea","birmingham",3,1
20110420,7508,18,"tottenham","arsenal",3,3
20110423,7511,18,"astonvilla","stoke",1,1
20110423,7511,18,"blackpool","newcastle",1,1
20110423,7511,18,"chelsea","westham",3,0
20110423,7511,18,"liverpool","birmingham",5,0
20110423,7511,18,"manchesteru","everton",1,0
20110423,7511,18,"sunderland","wigan",4,2
20110423,7511,18,"tottenham","westbromwich",2,2
20110423,7511,18,"wolverhampton","fulham",1,1
20110424,7512,18,"bolton","arsenal",2,1
20110425,7513,18,"blackburn","manchesterc",0,1
20110426,7514,18,"stoke","wolverhampton",3,0
20110427,7515,18,"fulham","bolton",3,0
20110430,7518,18,"blackburn","bolton",1,0
20110430,7518,18,"blackpool","stoke",0,0
20110430,7518,18,"chelsea","tottenham",2,1
20110430,7518,18,"sunderland","fulham",0,3
20110430,7518,18,"westbromwich","astonvilla",2,1
20110430,7518,18,"wigan","everton",1,1
20110501,7519,18,"arsenal","manchesteru",1,0
20110501,7519,18,"birmingham","wolverhampton",1,1
20110501,7519,18,"liverpool","newcastle",3,0
20110501,7519,18,"manchesterc","westham",2,1
20110507,7525,18,"astonvilla","wigan",1,1
20110507,7525,18,"bolton","sunderland",1,2
20110507,7525,18,"everton","manchesterc",2,1
20110507,7525,18,"newcastle","birmingham",2,1
20110507,7525,18,"tottenham","blackpool",1,1
20110507,7525,18,"westham","blackburn",1,1
20110508,7526,18,"manchesteru","chelsea",2,1
20110508,7526,18,"stoke","arsenal",3,1
20110508,7526,18,"wolverhampton","westbromwich",3,1
20110509,7527,18,"fulham","liverpool",2,5
20110510,7528,18,"manchesterc","tottenham",1,0
20110514,7532,18,"blackburn","manchesteru",1,1
20110514,7532,18,"blackpool","bolton",4,3
20110514,7532,18,"sunderland","wolverhampton",1,3
20110514,7532,18,"westbromwich","everton",1,0
20110515,7533,18,"arsenal","astonvilla",1,2
20110515,7533,18,"birmingham","fulham",0,2
20110515,7533,18,"chelsea","newcastle",2,2
20110515,7533,18,"liverpool","tottenham",0,2
20110515,7533,18,"wigan","westham",3,2
20110517,7535,18,"manchesterc","stoke",3,0
20110522,7540,18,"astonvilla","liverpool",1,0
20110522,7540,18,"bolton","manchesterc",0,2
20110522,7540,18,"everton","chelsea",1,0
20110522,7540,18,"fulham","arsenal",2,2
20110522,7540,18,"manchesteru","blackpool",4,2
20110522,7540,18,"newcastle","westbromwich",3,3
20110522,7540,18,"stoke","wigan",0,1
20110522,7540,18,"tottenham","birmingham",2,1
20110522,7540,18,"westham","sunderland",0,3
20110522,7540,18,"wolverhampton","blackburn",2,3
20110813,7623,19,"blackburn","wolverhampton",1,2
20110813,7623,19,"fulham","astonvilla",0,0
20110813,7623,19,"liverpool","sunderland",1,1
20110813,7623,19,"newcastle","arsenal",0,0
20110813,7623,19,"queenspr","bolton",0,4
20110813,7623,19,"wigan","norwich",1,1
20110814,7624,19,"stoke","chelsea",0,0
20110814,7624,19,"westbromwich","manchesteru",1,2
20110815,7625,19,"manchesterc","swansea",4,0
20110820,7630,19,"arsenal","liverpool",0,2
20110820,7630,19,"astonvilla","blackburn",3,1
20110820,7630,19,"chelsea","westbromwich",2,1
20110820,7630,19,"everton","queenspr",0,1
20110820,7630,19,"sunderland","newcastle",0,1
20110820,7630,19,"swansea","wigan",0,0
20110821,7631,19,"bolton","manchesterc",2,3
20110821,7631,19,"norwich","stoke",1,1
20110821,7631,19,"wolverhampton","fulham",2,0
20110822,7632,19,"manchesteru","tottenham",3,0
20110827,7637,19,"astonvilla","wolverhampton",0,0
20110827,7637,19,"blackburn","everton",0,1
20110827,7637,19,"chelsea","norwich",3,1
20110827,7637,19,"liverpool","bolton",3,1
20110827,7637,19,"swansea","sunderland",0,0
20110827,7637,19,"wigan","queenspr",2,0
20110828,7638,19,"manchesteru","arsenal",8,2
20110828,7638,19,"newcastle","fulham",2,1
20110828,7638,19,"tottenham","manchesterc",1,5
20110828,7638,19,"westbromwich","stoke",0,1
20110910,7651,19,"arsenal","swansea",1,0
20110910,7651,19,"bolton","manchesteru",0,5
20110910,7651,19,"everton","astonvilla",2,2
20110910,7651,19,"manchesterc","wigan",3,0
20110910,7651,19,"stoke","liverpool",1,0
20110910,7651,19,"sunderland","chelsea",1,2
20110910,7651,19,"wolverhampton","tottenham",0,2
20110911,7652,19,"fulham","blackburn",1,1
20110911,7652,19,"norwich","westbromwich",0,1
20110912,7653,19,"queenspr","newcastle",0,0
20110917,7658,19,"astonvilla","newcastle",1,1
20110917,7658,19,"blackburn","arsenal",4,3
20110917,7658,19,"bolton","norwich",1,2
20110917,7658,19,"everton","wigan",3,1
20110917,7658,19,"swansea","westbromwich",3,0
20110917,7658,19,"wolverhampton","queenspr",0,3
20110918,7659,19,"fulham","manchesterc",2,2
20110918,7659,19,"manchesteru","chelsea",3,1
20110918,7659,19,"sunderland","stoke",4,0
20110918,7659,19,"tottenham","liverpool",4,0
20110924,7665,19,"arsenal","bolton",3,0
20110924,7665,19,"chelsea","swansea",4,1
20110924,7665,19,"liverpool","wolverhampton",2,1
20110924,7665,19,"manchesterc","everton",2,0
20110924,7665,19,"newcastle","blackburn",3,1
20110924,7665,19,"stoke","manchesteru",1,1
20110924,7665,19,"westbromwich","fulham",0,0
20110924,7665,19,"wigan","tottenham",1,2
20110925,7666,19,"queenspr","astonvilla",1,1
20110926,7667,19,"norwich","sunderland",2,1
20111001,7672,19,"astonvilla","wigan",2,0
20111001,7672,19,"blackburn","manchesterc",0,4
20111001,7672,19,"everton","liverpool",0,2
20111001,7672,19,"manchesteru","norwich",2,0
20111001,7672,19,"sunderland","westbromwich",2,2
20111001,7672,19,"wolverhampton","newcastle",1,2
20111002,7673,19,"bolton","chelsea",1,5
20111002,7673,19,"fulham","queenspr",6,0
20111002,7673,19,"swansea","stoke",2,0
20111002,7673,19,"tottenham","arsenal",2,1
20111015,7686,19,"chelsea","everton",3,1
20111015,7686,19,"liverpool","manchesteru",1,1
20111015,7686,19,"manchesterc","astonvilla",4,1
20111015,7686,19,"norwich","swansea",3,1
20111015,7686,19,"queenspr","blackburn",1,1
20111015,7686,19,"stoke","fulham",2,0
20111015,7686,19,"wigan","bolton",1,3
20111016,7687,19,"arsenal","sunderland",2,1
20111016,7687,19,"newcastle","tottenham",2,2
20111016,7687,19,"westbromwich","wolverhampton",2,0
20111022,7693,19,"astonvilla","westbromwich",1,2
20111022,7693,19,"bolton","sunderland",0,2
20111022,7693,19,"liverpool","norwich",1,1
20111022,7693,19,"newcastle","wigan",1,0
20111022,7693,19,"wolverhampton","swansea",2,2
20111023,7694,19,"arsenal","stoke",3,1
20111023,7694,19,"blackburn","tottenham",1,2
20111023,7694,19,"fulham","everton",1,3
20111023,7694,19,"manchesteru","manchesterc",1,6
20111023,7694,19,"queenspr","chelsea",1,0
20111029,7700,19,"chelsea","arsenal",3,5
20111029,7700,19,"everton","manchesteru",0,1
20111029,7700,19,"manchesterc","wolverhampton",3,1
20111029,7700,19,"norwich","blackburn",3,3
20111029,7700,19,"sunderland","astonvilla",2,2
20111029,7700,19,"swansea","bolton",3,1
20111029,7700,19,"westbromwich","liverpool",0,2
20111029,7700,19,"wigan","fulham",0,2
20111030,7701,19,"tottenham","queenspr",3,1
20111031,7702,19,"stoke","newcastle",1,3
20111105,7707,19,"arsenal","westbromwich",3,0
20111105,7707,19,"astonvilla","norwich",3,2
20111105,7707,19,"blackburn","chelsea",0,1
20111105,7707,19,"liverpool","swansea",0,0
20111105,7707,19,"manchesteru","sunderland",1,0
20111105,7707,19,"newcastle","everton",2,1
20111105,7707,19,"queenspr","manchesterc",2,3
20111106,7708,19,"bolton","stoke",5,0
20111106,7708,19,"fulham","tottenham",1,3
20111106,7708,19,"wolverhampton","wigan",3,1
20111119,7721,19,"everton","wolverhampton",2,1
20111119,7721,19,"manchesterc","newcastle",3,1
20111119,7721,19,"norwich","arsenal",1,2
20111119,7721,19,"stoke","queenspr",2,3
20111119,7721,19,"sunderland","fulham",0,0
20111119,7721,19,"swansea","manchesteru",0,1
20111119,7721,19,"westbromwich","bolton",2,1
20111119,7721,19,"wigan","blackburn",3,3
20111120,7722,19,"chelsea","liverpool",1,2
20111121,7723,19,"tottenham","astonvilla",2,0
20111126,7728,19,"arsenal","fulham",1,1
20111126,7728,19,"bolton","everton",0,2
20111126,7728,19,"chelsea","wolverhampton",3,0
20111126,7728,19,"manchesteru","newcastle",1,1
20111126,7728,19,"norwich","queenspr",2,1
20111126,7728,19,"stoke","blackburn",3,1
20111126,7728,19,"sunderland","wigan",1,2
20111126,7728,19,"westbromwich","tottenham",1,3
20111127,7729,19,"liverpool","manchesterc",1,1
20111127,7729,19,"swansea","astonvilla",0,0
20111203,7735,19,"astonvilla","manchesteru",0,1
20111203,7735,19,"blackburn","swansea",4,2
20111203,7735,19,"manchesterc","norwich",5,1
20111203,7735,19,"newcastle","chelsea",0,3
20111203,7735,19,"queenspr","westbromwich",1,1
20111203,7735,19,"tottenham","bolton",3,0
20111203,7735,19,"wigan","arsenal",0,4
20111204,7736,19,"everton","stoke",0,1
20111204,7736,19,"wolverhampton","sunderland",2,1
20111205,7737,19,"fulham","liverpool",1,0
20111210,7742,19,"arsenal","everton",1,0
20111210,7742,19,"bolton","astonvilla",1,2
20111210,7742,19,"liverpool","queenspr",1,0
20111210,7742,19,"manchesteru","wolverhampton",4,1
20111210,7742,19,"norwich","newcastle",4,2
20111210,7742,19,"swansea","fulham",2,0
20111210,7742,19,"westbromwich","wigan",1,2
20111211,7743,19,"stoke","tottenham",2,1
20111211,7743,19,"sunderland","blackburn",2,1
20111212,7744,19,"chelsea","manchesterc",2,1
20111217,7749,19,"blackburn","westbromwich",1,2
20111217,7749,19,"everton","norwich",1,1
20111217,7749,19,"fulham","bolton",2,0
20111217,7749,19,"newcastle","swansea",0,0
20111217,7749,19,"wigan","chelsea",1,1
20111217,7749,19,"wolverhampton","stoke",1,2
20111218,7750,19,"astonvilla","liverpool",0,2
20111218,7750,19,"manchesterc","arsenal",1,0
20111218,7750,19,"queenspr","manchesteru",0,2
20111218,7750,19,"tottenham","sunderland",1,0
20111220,7752,19,"blackburn","bolton",1,2
20111220,7752,19,"wolverhampton","norwich",2,2
20111221,7753,19,"astonvilla","arsenal",1,2
20111221,7753,19,"everton","swansea",1,0
20111221,7753,19,"fulham","manchesteru",0,5
20111221,7753,19,"manchesterc","stoke",3,0
20111221,7753,19,"newcastle","westbromwich",2,3
20111221,7753,19,"queenspr","sunderland",2,3
20111221,7753,19,"wigan","liverpool",0,0
20111222,7754,19,"tottenham","chelsea",1,1
20111226,7758,19,"bolton","newcastle",0,2
20111226,7758,19,"chelsea","fulham",1,1
20111226,7758,19,"liverpool","blackburn",1,1
20111226,7758,19,"manchesteru","wigan",5,0
20111226,7758,19,"stoke","astonvilla",0,0
20111226,7758,19,"sunderland","everton",1,1
20111226,7758,19,"westbromwich","manchesterc",0,0
20111227,7759,19,"arsenal","wolverhampton",1,1
20111227,7759,19,"norwich","tottenham",0,2
20111227,7759,19,"swansea","queenspr",1,1
20111230,7762,19,"liverpool","newcastle",3,1
20111231,7763,19,"arsenal","queenspr",1,0
20111231,7763,19,"bolton","wolverhampton",1,1
20111231,7763,19,"chelsea","astonvilla",1,3
20111231,7763,19,"manchesteru","blackburn",2,3
20111231,7763,19,"norwich","fulham",1,1
20111231,7763,19,"stoke","wigan",2,2
20111231,7763,19,"swansea","tottenham",1,1
20120101,7764,19,"sunderland","manchesterc",1,0
20120101,7764,19,"westbromwich","everton",0,1
20120102,7765,19,"astonvilla","swansea",0,2
20120102,7765,19,"blackburn","stoke",1,2
20120102,7765,19,"fulham","arsenal",2,1
20120102,7765,19,"queenspr","norwich",1,2
20120102,7765,19,"wolverhampton","chelsea",1,2
20120103,7766,19,"manchesterc","liverpool",3,0
20120103,7766,19,"tottenham","westbromwich",1,0
20120103,7766,19,"wigan","sunderland",1,4
20120104,7767,19,"everton","bolton",1,2
20120104,7767,19,"newcastle","manchesteru",3,0
20120111,7774,19,"tottenham","everton",2,0
20120114,7777,19,"astonvilla","everton",1,1
20120114,7777,19,"blackburn","fulham",3,1
20120114,7777,19,"chelsea","sunderland",1,0
20120114,7777,19,"liverpool","stoke",0,0
20120114,7777,19,"manchesteru","bolton",3,0
20120114,7777,19,"tottenham","wolverhampton",1,1
20120114,7777,19,"westbromwich","norwich",1,2
20120115,7778,19,"newcastle","queenspr",1,0
20120115,7778,19,"swansea","arsenal",3,2
20120116,7779,19,"wigan","manchesterc",0,1
20120121,7784,19,"bolton","liverpool",3,1
20120121,7784,19,"everton","blackburn",1,1
20120121,7784,19,"fulham","newcastle",5,2
20120121,7784,19,"norwich","chelsea",0,0
20120121,7784,19,"queenspr","wigan",3,1
20120121,7784,19,"stoke","westbromwich",1,2
20120121,7784,19,"sunderland","swansea",2,0
20120121,7784,19,"wolverhampton","astonvilla",2,3
20120122,7785,19,"arsenal","manchesteru",1,2
20120122,7785,19,"manchesterc","tottenham",3,2
20120131,7794,19,"everton","manchesterc",1,0
20120131,7794,19,"manchesteru","stoke",2,0
20120131,7794,19,"swansea","chelsea",1,1
20120131,7794,19,"tottenham","wigan",3,1
20120131,7794,19,"wolverhampton","liverpool",0,3
20120201,7795,19,"astonvilla","queenspr",2,2
20120201,7795,19,"blackburn","newcastle",0,2
20120201,7795,19,"bolton","arsenal",0,0
20120201,7795,19,"fulham","westbromwich",1,1
20120201,7795,19,"sunderland","norwich",3,0
20120204,7798,19,"arsenal","blackburn",7,1
20120204,7798,19,"manchesterc","fulham",3,0
20120204,7798,19,"norwich","bolton",2,0
20120204,7798,19,"queenspr","wolverhampton",1,2
20120204,7798,19,"stoke","sunderland",0,1
20120204,7798,19,"westbromwich","swansea",1,2
20120204,7798,19,"wigan","everton",1,1
20120205,7799,19,"chelsea","manchesteru",3,3
20120205,7799,19,"newcastle","astonvilla",2,1
20120206,7800,19,"liverpool","tottenham",0,0
20120211,7805,19,"blackburn","queenspr",3,2
20120211,7805,19,"bolton","wigan",1,2
20120211,7805,19,"everton","chelsea",2,0
20120211,7805,19,"fulham","stoke",2,1
20120211,7805,19,"manchesteru","liverpool",2,1
20120211,7805,19,"sunderland","arsenal",1,2
20120211,7805,19,"swansea","norwich",2,3
20120211,7805,19,"tottenham","newcastle",5,0
20120212,7806,19,"astonvilla","manchesterc",0,1
20120212,7806,19,"wolverhampton","westbromwich",1,5
20120225,7819,19,"chelsea","bolton",3,0
20120225,7819,19,"manchesterc","blackburn",3,0
20120225,7819,19,"newcastle","wolverhampton",2,2
20120225,7819,19,"queenspr","fulham",0,1
20120225,7819,19,"westbromwich","sunderland",4,0
20120225,7819,19,"wigan","astonvilla",0,0
20120226,7820,19,"arsenal","tottenham",5,2
20120226,7820,19,"norwich","manchesteru",1,2
20120226,7820,19,"stoke","swansea",2,0
20120303,7826,19,"blackburn","astonvilla",1,1
20120303,7826,19,"liverpool","arsenal",1,2
20120303,7826,19,"manchesterc","bolton",2,0
20120303,7826,19,"queenspr","everton",1,1
20120303,7826,19,"stoke","norwich",1,0
20120303,7826,19,"westbromwich","chelsea",1,0
20120303,7826,19,"wigan","swansea",0,2
20120304,7827,19,"fulham","wolverhampton",5,0
20120304,7827,19,"newcastle","sunderland",1,1
20120304,7827,19,"tottenham","manchesteru",1,3
20120310,7833,19,"astonvilla","fulham",1,0
20120310,7833,19,"bolton","queenspr",2,1
20120310,7833,19,"chelsea","stoke",1,0
20120310,7833,19,"everton","tottenham",1,0
20120310,7833,19,"sunderland","liverpool",1,0
20120310,7833,19,"wolverhampton","blackburn",0,2
20120311,7834,19,"manchesteru","westbromwich",2,0
20120311,7834,19,"norwich","wigan",1,1
20120311,7834,19,"swansea","manchesterc",1,0
20120312,7835,19,"arsenal","newcastle",2,1
20120313,7836,19,"liverpool","everton",3,0
20120317,7840,19,"fulham","swansea",0,3
20120317,7840,19,"wigan","westbromwich",1,1
20120318,7841,19,"newcastle","norwich",1,0
20120318,7841,19,"wolverhampton","manchesteru",0,5
20120320,7843,19,"blackburn","sunderland",2,0
20120321,7844,19,"everton","arsenal",0,1
20120321,7844,19,"manchesterc","chelsea",2,1
20120321,7844,19,"queenspr","liverpool",3,2
20120321,7844,19,"tottenham","stoke",1,1
20120324,7847,19,"arsenal","astonvilla",3,0
20120324,7847,19,"bolton","blackburn",2,1
20120324,7847,19,"chelsea","tottenham",0,0
20120324,7847,19,"liverpool","wigan",1,2
20120324,7847,19,"norwich","wolverhampton",2,1
20120324,7847,19,"stoke","manchesterc",1,1
20120324,7847,19,"sunderland","queenspr",3,1
20120324,7847,19,"swansea","everton",0,2
20120325,7848,19,"westbromwich","newcastle",1,3
20120326,7849,19,"manchesteru","fulham",1,0
20120331,7854,19,"astonvilla","chelsea",2,4
20120331,7854,19,"everton","westbromwich",2,0
20120331,7854,19,"fulham","norwich",2,1
20120331,7854,19,"manchesterc","sunderland",3,3
20120331,7854,19,"queenspr","arsenal",2,1
20120331,7854,19,"wigan","stoke",2,0
20120331,7854,19,"wolverhampton","bolton",2,3
20120401,7855,19,"newcastle","liverpool",2,0
20120401,7855,19,"tottenham","swansea",3,1
20120402,7856,19,"blackburn","manchesteru",0,2
20120406,7860,19,"swansea","newcastle",0,2
20120407,7861,19,"bolton","fulham",0,3
20120407,7861,19,"chelsea","wigan",2,1
20120407,7861,19,"liverpool","astonvilla",1,1
20120407,7861,19,"norwich","everton",2,2
20120407,7861,19,"stoke","wolverhampton",2,1
20120407,7861,19,"sunderland","tottenham",0,0
20120407,7861,19,"westbromwich","blackburn",3,0
20120408,7862,19,"arsenal","manchesterc",1,0
20120408,7862,19,"manchesteru","queenspr",2,0
20120409,7863,19,"astonvilla","stoke",1,1
20120409,7863,19,"everton","sunderland",4,0
20120409,7863,19,"fulham","chelsea",1,1
20120409,7863,19,"newcastle","bolton",2,0
20120409,7863,19,"tottenham","norwich",1,2
20120410,7864,19,"blackburn","liverpool",2,3
20120411,7865,19,"manchesterc","westbromwich",4,0
20120411,7865,19,"queenspr","swansea",3,0
20120411,7865,19,"wigan","manchesteru",1,0
20120411,7865,19,"wolverhampton","arsenal",0,3
20120414,7868,19,"norwich","manchesterc",1,6
20120414,7868,19,"sunderland","wolverhampton",0,0
20120414,7868,19,"swansea","blackburn",3,0
20120414,7868,19,"westbromwich","queenspr",1,0
20120415,7869,19,"manchesteru","astonvilla",4,0
20120416,7870,19,"arsenal","wigan",1,2
20120421,7875,19,"arsenal","chelsea",0,0
20120421,7875,19,"astonvilla","sunderland",0,0
20120421,7875,19,"blackburn","norwich",2,0
20120421,7875,19,"bolton","swansea",1,1
20120421,7875,19,"fulham","wigan",2,1
20120421,7875,19,"newcastle","stoke",3,0
20120421,7875,19,"queenspr","tottenham",1,0
20120422,7876,19,"liverpool","westbromwich",0,1
20120422,7876,19,"manchesteru","everton",4,4
20120422,7876,19,"wolverhampton","manchesterc",0,2
20120424,7878,19,"astonvilla","bolton",1,2
20120428,7882,19,"everton","fulham",4,0
20120428,7882,19,"norwich","liverpool",0,3
20120428,7882,19,"stoke","arsenal",1,1
20120428,7882,19,"sunderland","bolton",2,2
20120428,7882,19,"swansea","wolverhampton",4,4
20120428,7882,19,"westbromwich","astonvilla",0,0
20120428,7882,19,"wigan","newcastle",4,0
20120429,7883,19,"chelsea","queenspr",6,1
20120429,7883,19,"tottenham","blackburn",2,0
20120430,7884,19,"manchesterc","manchesteru",1,0
20120501,7885,19,"liverpool","fulham",0,1
20120501,7885,19,"stoke","everton",1,1
20120502,7886,19,"bolton","tottenham",1,4
20120502,7886,19,"chelsea","newcastle",0,2
20120505,7889,19,"arsenal","norwich",3,3
20120506,7890,19,"astonvilla","tottenham",1,1
20120506,7890,19,"bolton","westbromwich",2,2
20120506,7890,19,"fulham","sunderland",2,1
20120506,7890,19,"manchesteru","swansea",2,0
20120506,7890,19,"newcastle","manchesterc",0,2
20120506,7890,19,"queenspr","stoke",1,0
20120506,7890,19,"wolverhampton","everton",0,0
20120507,7891,19,"blackburn","wigan",0,1
20120508,7892,19,"liverpool","chelsea",4,1
20120513,7897,19,"chelsea","blackburn",2,1
20120513,7897,19,"everton","newcastle",3,1
20120513,7897,19,"manchesterc","queenspr",3,2
20120513,7897,19,"norwich","astonvilla",2,0
20120513,7897,19,"stoke","bolton",2,2
20120513,7897,19,"sunderland","manchesteru",0,1
20120513,7897,19,"swansea","liverpool",1,0
20120513,7897,19,"tottenham","fulham",2,0
20120513,7897,19,"westbromwich","arsenal",2,3
20120513,7897,19,"wigan","wolverhampton",3,2
20120818,7994,20,"arsenal","sunderland",0,0
20120818,7994,20,"fulham","norwich",5,0
20120818,7994,20,"newcastle","tottenham",2,1
20120818,7994,20,"queenspr","swansea",0,5
20120818,7994,20,"reading","stoke",1,1
20120818,7994,20,"westbromwich","liverpool",3,0
20120818,7994,20,"westham","astonvilla",1,0
20120819,7995,20,"manchesterc","southampton",3,2
20120819,7995,20,"wigan","chelsea",0,2
20120820,7996,20,"everton","manchesteru",1,0
20120822,7998,20,"chelsea","reading",4,2
20120825,8001,20,"astonvilla","everton",1,3
20120825,8001,20,"chelsea","newcastle",2,0
20120825,8001,20,"manchesteru","fulham",3,2
20120825,8001,20,"norwich","queenspr",1,1
20120825,8001,20,"southampton","wigan",0,2
20120825,8001,20,"swansea","westham",3,0
20120825,8001,20,"tottenham","westbromwich",1,1
20120826,8002,20,"liverpool","manchesterc",2,2
20120826,8002,20,"stoke","arsenal",0,0
20120901,8008,20,"manchesterc","queenspr",3,1
20120901,8008,20,"swansea","sunderland",2,2
20120901,8008,20,"tottenham","norwich",1,1
20120901,8008,20,"westbromwich","everton",2,0
20120901,8008,20,"westham","fulham",3,0
20120901,8008,20,"wigan","stoke",2,2
20120902,8009,20,"liverpool","arsenal",0,2
20120902,8009,20,"newcastle","astonvilla",1,1
20120902,8009,20,"southampton","manchesteru",2,3
20120915,8022,20,"arsenal","southampton",6,1
20120915,8022,20,"astonvilla","swansea",2,0
20120915,8022,20,"fulham","westbromwich",3,0
20120915,8022,20,"manchesteru","wigan",4,0
20120915,8022,20,"norwich","westham",0,0
20120915,8022,20,"queenspr","chelsea",0,0
20120915,8022,20,"stoke","manchesterc",1,1
20120915,8022,20,"sunderland","liverpool",1,1
20120916,8023,20,"reading","tottenham",1,3
20120917,8024,20,"everton","newcastle",2,2
20120922,8029,20,"chelsea","stoke",1,0
20120922,8029,20,"southampton","astonvilla",4,1
20120922,8029,20,"swansea","everton",0,3
20120922,8029,20,"westbromwich","reading",1,0
20120922,8029,20,"westham","sunderland",1,1
20120922,8029,20,"wigan","fulham",1,2
20120923,8030,20,"liverpool","manchesteru",1,2
20120923,8030,20,"manchesterc","arsenal",1,1
20120923,8030,20,"newcastle","norwich",1,0
20120923,8030,20,"tottenham","queenspr",2,1
20120929,8036,20,"arsenal","chelsea",1,2
20120929,8036,20,"everton","southampton",3,1
20120929,8036,20,"fulham","manchesterc",1,2
20120929,8036,20,"manchesteru","tottenham",2,3
20120929,8036,20,"norwich","liverpool",2,5
20120929,8036,20,"reading","newcastle",2,2
20120929,8036,20,"stoke","swansea",2,0
20120929,8036,20,"sunderland","wigan",1,0
20120930,8037,20,"astonvilla","westbromwich",1,1
20121001,8038,20,"queenspr","westham",1,2
20121006,8043,20,"chelsea","norwich",4,1
20121006,8043,20,"manchesterc","sunderland",3,0
20121006,8043,20,"swansea","reading",2,2
20121006,8043,20,"westbromwich","queenspr",3,2
20121006,8043,20,"westham","arsenal",1,3
20121006,8043,20,"wigan","everton",2,2
20121007,8044,20,"liverpool","stoke",0,0
20121007,8044,20,"newcastle","manchesteru",0,3
20121007,8044,20,"southampton","fulham",2,2
20121007,8044,20,"tottenham","astonvilla",2,0
20121020,8057,20,"fulham","astonvilla",1,0
20121020,8057,20,"liverpool","reading",1,0
20121020,8057,20,"manchesteru","stoke",4,2
20121020,8057,20,"norwich","arsenal",1,0
20121020,8057,20,"swansea","wigan",2,1
20121020,8057,20,"tottenham","chelsea",2,4
20121020,8057,20,"westbromwich","manchesterc",1,2
20121020,8057,20,"westham","southampton",4,1
20121021,8058,20,"queenspr","everton",1,1
20121021,8058,20,"sunderland","newcastle",1,1
20121027,8064,20,"arsenal","queenspr",1,0
20121027,8064,20,"astonvilla","norwich",1,1
20121027,8064,20,"manchesterc","swansea",1,0
20121027,8064,20,"reading","fulham",3,3
20121027,8064,20,"stoke","sunderland",0,0
20121027,8064,20,"wigan","westham",2,1
20121028,8065,20,"chelsea","manchesteru",2,3
20121028,8065,20,"everton","liverpool",2,2
20121028,8065,20,"newcastle","westbromwich",2,1
20121028,8065,20,"southampton","tottenham",1,2
20121103,8071,20,"fulham","everton",2,2
20121103,8071,20,"manchesteru","arsenal",2,1
20121103,8071,20,"norwich","stoke",1,0
20121103,8071,20,"sunderland","astonvilla",0,1
20121103,8071,20,"swansea","chelsea",1,1
20121103,8071,20,"tottenham","wigan",0,1
20121103,8071,20,"westham","manchesterc",0,0
20121104,8072,20,"liverpool","newcastle",1,1
20121104,8072,20,"queenspr","reading",1,1
20121105,8073,20,"westbromwich","southampton",2,0
20121110,8078,20,"arsenal","fulham",3,3
20121110,8078,20,"astonvilla","manchesteru",2,3
20121110,8078,20,"everton","sunderland",2,1
20121110,8078,20,"reading","norwich",0,0
20121110,8078,20,"southampton","swansea",1,1
20121110,8078,20,"stoke","queenspr",1,0
20121110,8078,20,"wigan","westbromwich",1,2
20121111,8079,20,"chelsea","liverpool",1,1
20121111,8079,20,"manchesterc","tottenham",2,1
20121111,8079,20,"newcastle","westham",0,1
